14:20:09.440 -> Temperature: 22.06⸮C  |  71.71⸮F
15:09:09.298 -> Temperature: 37.31⸮C  |  99.16⸮F
15:09:10.462 -> Temperature: 37.25⸮C  |  99.05⸮F
15:09:11.649 -> Temperature: 37.31⸮C  |  99.16⸮F
15:09:12.842 -> Temperature: 37.31⸮C  |  99.16⸮F
15:09:14.003 -> Temperature: 37.38⸮C  |  99.27⸮F
15:09:15.163 -> Temperature: 37.44⸮C  |  99.39⸮F
15:09:16.329 -> Temperature: 37.44⸮C  |  99.39⸮F
15:09:17.521 -> Temperature: 37.44⸮C  |  99.39⸮F
15:09:18.674 -> Temperature: 37.50⸮C  |  99.50⸮F
15:09:19.874 -> Temperature: 37.56⸮C  |  99.61⸮F
15:09:21.031 -> Temperature: 37.69⸮C  |  99.84⸮F
15:09:22.192 -> Temperature: 37.81⸮C  |  100.06⸮F
15:09:23.389 -> Temperature: 37.81⸮C  |  100.06⸮F
15:09:24.554 -> Temperature: 37.69⸮C  |  99.84⸮F
15:09:25.740 -> Temperature: 37.69⸮C  |  99.84⸮F
15:09:26.902 -> Temperature: 37.63⸮C  |  99.72⸮F
15:09:28.063 -> Temperature: 37.69⸮C  |  99.84⸮F
15:09:29.235 -> Temperature: 37.81⸮C  |  100.06⸮F
15:09:30.430 -> Temperature: 37.94⸮C  |  100.29⸮F
15:09:31.588 -> Temperature: 37.94⸮C  |  100.29⸮F
15:09:32.758 -> Temperature: 37.88⸮C  |  100.18⸮F
15:09:33.951 -> Temperature: 37.75⸮C  |  99.95⸮F
15:09:35.102 -> Temperature: 37.63⸮C  |  99.72⸮F
15:09:36.268 -> Temperature: 37.56⸮C  |  99.61⸮F
15:09:37.463 -> Temperature: 37.44⸮C  |  99.39⸮F
15:09:38.624 -> Temperature: 37.38⸮C  |  99.27⸮F
15:09:39.784 -> Temperature: 37.38⸮C  |  99.27⸮F
15:09:40.976 -> Temperature: 37.44⸮C  |  99.39⸮F
15:09:42.146 -> Temperature: 37.44⸮C  |  99.39⸮F
15:09:43.305 -> Temperature: 37.44⸮C  |  99.39⸮F
15:09:44.492 -> Temperature: 37.44⸮C  |  99.39⸮F
15:09:45.662 -> Temperature: 37.44⸮C  |  99.39⸮F
15:09:46.827 -> Temperature: 37.44⸮C  |  99.39⸮F
15:09:48.022 -> Temperature: 37.50⸮C  |  99.50⸮F
15:09:49.176 -> Temperature: 37.63⸮C  |  99.72⸮F
15:09:50.347 -> Temperature: 37.56⸮C  |  99.61⸮F
15:09:51.538 -> Temperature: 37.50⸮C  |  99.50⸮F
15:09:52.697 -> Temperature: 37.56⸮C  |  99.61⸮F
15:09:53.861 -> Temperature: 37.63⸮C  |  99.72⸮F
15:09:55.032 -> Temperature: 37.69⸮C  |  99.84⸮F
15:09:56.202 -> Temperature: 37.69⸮C  |  99.84⸮F
15:09:57.371 -> Temperature: 37.75⸮C  |  99.95⸮F
15:09:58.556 -> Temperature: 37.69⸮C  |  99.84⸮F
15:09:59.721 -> Temperature: 37.75⸮C  |  99.95⸮F
15:10:00.890 -> Temperature: 37.81⸮C  |  100.06⸮F
15:10:02.075 -> Temperature: 37.94⸮C  |  100.29⸮F
15:10:03.266 -> Temperature: 38.00⸮C  |  100.40⸮F
15:10:04.439 -> Temperature: 37.94⸮C  |  100.29⸮F
15:10:05.604 -> Temperature: 37.94⸮C  |  100.29⸮F
15:10:06.768 -> Temperature: 37.88⸮C  |  100.18⸮F
15:10:07.936 -> Temperature: 37.81⸮C  |  100.06⸮F
15:10:09.102 -> Temperature: 37.69⸮C  |  99.84⸮F
15:10:10.296 -> Temperature: 37.63⸮C  |  99.72⸮F
15:10:11.456 -> Temperature: 37.50⸮C  |  99.50⸮F
15:10:12.616 -> Temperature: 37.44⸮C  |  99.39⸮F
15:10:13.818 -> Temperature: 37.38⸮C  |  99.27⸮F
15:10:14.973 -> Temperature: 37.25⸮C  |  99.05⸮F
15:10:16.138 -> Temperature: 37.25⸮C  |  99.05⸮F
15:10:17.324 -> Temperature: 37.25⸮C  |  99.05⸮F
15:10:18.488 -> Temperature: 37.25⸮C  |  99.05⸮F
15:10:19.676 -> Temperature: 37.25⸮C  |  99.05⸮F
15:10:20.830 -> Temperature: 37.31⸮C  |  99.16⸮F
15:10:22.026 -> Temperature: 37.31⸮C  |  99.16⸮F
15:10:23.191 -> Temperature: 37.25⸮C  |  99.05⸮F
15:10:24.351 -> Temperature: 37.19⸮C  |  98.94⸮F
15:10:25.545 -> Temperature: 37.19⸮C  |  98.94⸮F
15:10:26.705 -> Temperature: 37.19⸮C  |  98.94⸮F
15:10:27.863 -> Temperature: 37.19⸮C  |  98.94⸮F
15:10:29.058 -> Temperature: 37.19⸮C  |  98.94⸮F
15:10:30.237 -> Temperature: 37.25⸮C  |  99.05⸮F
15:10:31.394 -> Temperature: 37.31⸮C  |  99.16⸮F
15:10:32.582 -> Temperature: 37.38⸮C  |  99.27⸮F
15:10:33.738 -> Temperature: 37.38⸮C  |  99.27⸮F
15:10:34.928 -> Temperature: 37.44⸮C  |  99.39⸮F
15:10:36.095 -> Temperature: 37.50⸮C  |  99.50⸮F
15:10:37.275 -> Temperature: 37.50⸮C  |  99.50⸮F
15:10:38.437 -> Temperature: 37.63⸮C  |  99.72⸮F
15:10:39.591 -> Temperature: 37.75⸮C  |  99.95⸮F
15:10:40.772 -> Temperature: 37.81⸮C  |  100.06⸮F
15:10:41.936 -> Temperature: 37.81⸮C  |  100.06⸮F
15:10:43.136 -> Temperature: 37.88⸮C  |  100.18⸮F
15:10:44.285 -> Temperature: 37.81⸮C  |  100.06⸮F
15:10:45.455 -> Temperature: 37.81⸮C  |  100.06⸮F
15:10:46.623 -> Temperature: 37.75⸮C  |  99.95⸮F
15:10:47.821 -> Temperature: 37.81⸮C  |  100.06⸮F
15:10:48.981 -> Temperature: 37.81⸮C  |  100.06⸮F
15:10:50.166 -> Temperature: 37.94⸮C  |  100.29⸮F
15:10:51.337 -> Temperature: 38.06⸮C  |  100.51⸮F
15:10:52.492 -> Temperature: 38.06⸮C  |  100.51⸮F
15:10:53.681 -> Temperature: 38.13⸮C  |  100.62⸮F
15:10:54.842 -> Temperature: 38.25⸮C  |  100.85⸮F
15:10:56.010 -> Temperature: 38.19⸮C  |  100.74⸮F
15:10:57.199 -> Temperature: 38.19⸮C  |  100.74⸮F
15:10:58.353 -> Temperature: 38.13⸮C  |  100.62⸮F
15:10:59.529 -> Temperature: 38.06⸮C  |  100.51⸮F
15:11:00.723 -> Temperature: 38.00⸮C  |  100.40⸮F
15:11:01.879 -> Temperature: 38.00⸮C  |  100.40⸮F
15:11:03.069 -> Temperature: 37.88⸮C  |  100.18⸮F
15:11:04.216 -> Temperature: 37.81⸮C  |  100.06⸮F
15:11:05.388 -> Temperature: 37.75⸮C  |  99.95⸮F
15:11:06.586 -> Temperature: 37.63⸮C  |  99.72⸮F
15:11:07.745 -> Temperature: 37.56⸮C  |  99.61⸮F
15:11:08.912 -> Temperature: 37.50⸮C  |  99.50⸮F
15:11:10.105 -> Temperature: 37.44⸮C  |  99.39⸮F
15:11:11.255 -> Temperature: 37.44⸮C  |  99.39⸮F
15:11:12.447 -> Temperature: 37.38⸮C  |  99.27⸮F
15:11:13.603 -> Temperature: 37.31⸮C  |  99.16⸮F
15:11:14.796 -> Temperature: 37.25⸮C  |  99.05⸮F
15:11:15.956 -> Temperature: 37.25⸮C  |  99.05⸮F
15:11:17.143 -> Temperature: 37.38⸮C  |  99.27⸮F
15:11:18.294 -> Temperature: 37.44⸮C  |  99.39⸮F
15:11:19.482 -> Temperature: 37.50⸮C  |  99.50⸮F
15:11:20.638 -> Temperature: 37.75⸮C  |  99.95⸮F
15:11:21.821 -> Temperature: 37.81⸮C  |  100.06⸮F
15:11:22.980 -> Temperature: 37.94⸮C  |  100.29⸮F
15:11:24.174 -> Temperature: 38.13⸮C  |  100.62⸮F
15:11:25.337 -> Temperature: 38.19⸮C  |  100.74⸮F
15:11:26.531 -> Temperature: 38.13⸮C  |  100.62⸮F
15:11:27.685 -> Temperature: 38.13⸮C  |  100.62⸮F
15:11:28.871 -> Temperature: 38.13⸮C  |  100.62⸮F
15:11:30.021 -> Temperature: 38.06⸮C  |  100.51⸮F
15:11:31.220 -> Temperature: 38.06⸮C  |  100.51⸮F
15:11:32.381 -> Temperature: 38.25⸮C  |  100.85⸮F
15:11:33.548 -> Temperature: 38.31⸮C  |  100.96⸮F
15:11:34.731 -> Temperature: 38.44⸮C  |  101.19⸮F
15:11:35.894 -> Temperature: 38.38⸮C  |  101.07⸮F
15:11:37.056 -> Temperature: 38.44⸮C  |  101.19⸮F
15:11:38.248 -> Temperature: 38.31⸮C  |  100.96⸮F
15:11:39.403 -> Temperature: 38.13⸮C  |  100.62⸮F
15:11:40.576 -> Temperature: 38.13⸮C  |  100.62⸮F
15:11:41.769 -> Temperature: 38.13⸮C  |  100.62⸮F
15:11:42.924 -> Temperature: 38.06⸮C  |  100.51⸮F
15:11:44.113 -> Temperature: 38.00⸮C  |  100.40⸮F
15:11:45.281 -> Temperature: 38.00⸮C  |  100.40⸮F
15:11:46.449 -> Temperature: 37.94⸮C  |  100.29⸮F
15:11:47.609 -> Temperature: 37.94⸮C  |  100.29⸮F
15:11:48.794 -> Temperature: 37.88⸮C  |  100.18⸮F
15:11:49.971 -> Temperature: 37.94⸮C  |  100.29⸮F
15:11:51.137 -> Temperature: 37.94⸮C  |  100.29⸮F
15:11:52.322 -> Temperature: 37.94⸮C  |  100.29⸮F
15:11:53.474 -> Temperature: 37.94⸮C  |  100.29⸮F
15:11:54.668 -> Temperature: 37.94⸮C  |  100.29⸮F
15:11:55.839 -> Temperature: 37.88⸮C  |  100.18⸮F
15:11:56.996 -> Temperature: 37.94⸮C  |  100.29⸮F
15:11:58.185 -> Temperature: 37.94⸮C  |  100.29⸮F
15:11:59.364 -> Temperature: 37.88⸮C  |  100.18⸮F
15:12:00.519 -> Temperature: 37.88⸮C  |  100.18⸮F
15:12:01.680 -> Temperature: 37.94⸮C  |  100.29⸮F
15:12:02.867 -> Temperature: 37.88⸮C  |  100.18⸮F
15:12:04.032 -> Temperature: 37.94⸮C  |  100.29⸮F
15:12:05.232 -> Temperature: 37.94⸮C  |  100.29⸮F
15:12:06.398 -> Temperature: 38.06⸮C  |  100.51⸮F
15:12:07.553 -> Temperature: 38.00⸮C  |  100.40⸮F
15:12:08.729 -> Temperature: 38.06⸮C  |  100.51⸮F
15:12:09.889 -> Temperature: 37.94⸮C  |  100.29⸮F
15:12:11.081 -> Temperature: 37.88⸮C  |  100.18⸮F
15:12:12.236 -> Temperature: 37.81⸮C  |  100.06⸮F
15:12:13.436 -> Temperature: 37.75⸮C  |  99.95⸮F
15:12:14.600 -> Temperature: 37.69⸮C  |  99.84⸮F
15:12:15.756 -> Temperature: 37.69⸮C  |  99.84⸮F
15:12:16.944 -> Temperature: 37.69⸮C  |  99.84⸮F
15:12:18.101 -> Temperature: 37.69⸮C  |  99.84⸮F
15:12:19.297 -> Temperature: 37.63⸮C  |  99.72⸮F
15:12:20.453 -> Temperature: 37.56⸮C  |  99.61⸮F
15:12:21.644 -> Temperature: 37.50⸮C  |  99.50⸮F
15:12:22.801 -> Temperature: 37.44⸮C  |  99.39⸮F
15:12:23.970 -> Temperature: 37.50⸮C  |  99.50⸮F
15:12:25.167 -> Temperature: 37.50⸮C  |  99.50⸮F
15:12:26.333 -> Temperature: 37.44⸮C  |  99.39⸮F
15:12:27.498 -> Temperature: 37.50⸮C  |  99.50⸮F
15:12:28.660 -> Temperature: 37.56⸮C  |  99.61⸮F
15:12:29.829 -> Temperature: 37.56⸮C  |  99.61⸮F
15:12:31.019 -> Temperature: 37.50⸮C  |  99.50⸮F
15:12:32.198 -> Temperature: 37.44⸮C  |  99.39⸮F
15:12:33.361 -> Temperature: 37.38⸮C  |  99.27⸮F
15:12:34.519 -> Temperature: 37.38⸮C  |  99.27⸮F
15:12:35.693 -> Temperature: 37.38⸮C  |  99.27⸮F
15:12:36.863 -> Temperature: 37.38⸮C  |  99.27⸮F
15:12:38.033 -> Temperature: 37.38⸮C  |  99.27⸮F
15:12:39.222 -> Temperature: 37.50⸮C  |  99.50⸮F
15:12:40.382 -> Temperature: 37.50⸮C  |  99.50⸮F
15:12:41.573 -> Temperature: 37.50⸮C  |  99.50⸮F
15:12:42.732 -> Temperature: 37.56⸮C  |  99.61⸮F
15:12:43.920 -> Temperature: 37.69⸮C  |  99.84⸮F
15:12:45.082 -> Temperature: 37.69⸮C  |  99.84⸮F
15:12:46.251 -> Temperature: 37.69⸮C  |  99.84⸮F
15:12:47.442 -> Temperature: 37.75⸮C  |  99.95⸮F
15:12:48.594 -> Temperature: 37.88⸮C  |  100.18⸮F
15:12:49.792 -> Temperature: 38.00⸮C  |  100.40⸮F
15:12:50.940 -> Temperature: 37.94⸮C  |  100.29⸮F
15:12:52.130 -> Temperature: 37.88⸮C  |  100.18⸮F
15:12:53.287 -> Temperature: 37.94⸮C  |  100.29⸮F
15:12:54.481 -> Temperature: 38.00⸮C  |  100.40⸮F
15:12:55.642 -> Temperature: 38.06⸮C  |  100.51⸮F
15:12:56.803 -> Temperature: 38.13⸮C  |  100.62⸮F
15:12:57.987 -> Temperature: 38.06⸮C  |  100.51⸮F
15:12:59.148 -> Temperature: 38.06⸮C  |  100.51⸮F
15:13:00.345 -> Temperature: 38.06⸮C  |  100.51⸮F
15:13:01.508 -> Temperature: 38.00⸮C  |  100.40⸮F
15:13:02.668 -> Temperature: 38.00⸮C  |  100.40⸮F
15:13:03.837 -> Temperature: 37.94⸮C  |  100.29⸮F
15:13:05.034 -> Temperature: 37.88⸮C  |  100.18⸮F
15:13:06.206 -> Temperature: 37.81⸮C  |  100.06⸮F
15:13:07.368 -> Temperature: 37.88⸮C  |  100.18⸮F
15:13:08.527 -> Temperature: 37.88⸮C  |  100.18⸮F
15:13:09.701 -> Temperature: 38.00⸮C  |  100.40⸮F
15:13:10.886 -> Temperature: 38.06⸮C  |  100.51⸮F
15:13:12.071 -> Temperature: 38.06⸮C  |  100.51⸮F
15:13:13.231 -> Temperature: 38.06⸮C  |  100.51⸮F
15:13:14.410 -> Temperature: 38.00⸮C  |  100.40⸮F
15:13:15.570 -> Temperature: 37.94⸮C  |  100.29⸮F
15:13:16.763 -> Temperature: 38.00⸮C  |  100.40⸮F
15:13:17.926 -> Temperature: 38.13⸮C  |  100.62⸮F
15:13:19.089 -> Temperature: 38.25⸮C  |  100.85⸮F
15:13:20.278 -> Temperature: 38.31⸮C  |  100.96⸮F
15:13:21.436 -> Temperature: 38.44⸮C  |  101.19⸮F
15:13:22.622 -> Temperature: 38.56⸮C  |  101.41⸮F
15:13:23.774 -> Temperature: 38.69⸮C  |  101.64⸮F
15:13:24.969 -> Temperature: 38.69⸮C  |  101.64⸮F
15:13:26.133 -> Temperature: 38.63⸮C  |  101.52⸮F
15:13:27.305 -> Temperature: 38.50⸮C  |  101.30⸮F
15:13:28.494 -> Temperature: 38.44⸮C  |  101.19⸮F
15:13:29.647 -> Temperature: 38.31⸮C  |  100.96⸮F
15:13:30.837 -> Temperature: 38.38⸮C  |  101.07⸮F
15:13:31.995 -> Temperature: 38.38⸮C  |  101.07⸮F
15:13:33.186 -> Temperature: 38.31⸮C  |  100.96⸮F
15:13:34.337 -> Temperature: 38.38⸮C  |  101.07⸮F
15:13:35.520 -> Temperature: 38.38⸮C  |  101.07⸮F
15:13:36.688 -> Temperature: 38.38⸮C  |  101.07⸮F
15:13:37.852 -> Temperature: 38.31⸮C  |  100.96⸮F
15:13:39.040 -> Temperature: 38.31⸮C  |  100.96⸮F
15:13:40.212 -> Temperature: 38.44⸮C  |  101.19⸮F
15:13:41.374 -> Temperature: 38.50⸮C  |  101.30⸮F
15:13:42.538 -> Temperature: 38.56⸮C  |  101.41⸮F
15:13:43.726 -> Temperature: 38.56⸮C  |  101.41⸮F
15:13:44.892 -> Temperature: 38.56⸮C  |  101.41⸮F
15:13:46.062 -> Temperature: 38.56⸮C  |  101.41⸮F
15:13:47.260 -> Temperature: 38.56⸮C  |  101.41⸮F
15:13:48.418 -> Temperature: 38.44⸮C  |  101.19⸮F
15:13:49.585 -> Temperature: 38.38⸮C  |  101.07⸮F
15:13:50.760 -> Temperature: 38.38⸮C  |  101.07⸮F
15:13:51.925 -> Temperature: 38.31⸮C  |  100.96⸮F
15:13:53.114 -> Temperature: 38.31⸮C  |  100.96⸮F
15:13:54.272 -> Temperature: 38.25⸮C  |  100.85⸮F
15:13:55.465 -> Temperature: 38.25⸮C  |  100.85⸮F
15:13:56.630 -> Temperature: 38.25⸮C  |  100.85⸮F
15:13:57.785 -> Temperature: 38.19⸮C  |  100.74⸮F
15:13:58.978 -> Temperature: 38.06⸮C  |  100.51⸮F
15:14:00.138 -> Temperature: 37.94⸮C  |  100.29⸮F
15:14:01.329 -> Temperature: 37.81⸮C  |  100.06⸮F
15:14:02.488 -> Temperature: 37.81⸮C  |  100.06⸮F
15:14:03.662 -> Temperature: 37.88⸮C  |  100.18⸮F
15:14:04.821 -> Temperature: 37.88⸮C  |  100.18⸮F
15:14:06.018 -> Temperature: 37.88⸮C  |  100.18⸮F
15:14:07.177 -> Temperature: 37.88⸮C  |  100.18⸮F
15:14:08.341 -> Temperature: 37.88⸮C  |  100.18⸮F
15:14:09.535 -> Temperature: 37.81⸮C  |  100.06⸮F
15:14:10.687 -> Temperature: 37.81⸮C  |  100.06⸮F
15:14:11.876 -> Temperature: 37.81⸮C  |  100.06⸮F
15:14:13.049 -> Temperature: 37.81⸮C  |  100.06⸮F
15:14:14.210 -> Temperature: 37.94⸮C  |  100.29⸮F
15:14:15.397 -> Temperature: 37.94⸮C  |  100.29⸮F
15:14:16.564 -> Temperature: 38.06⸮C  |  100.51⸮F
15:14:17.751 -> Temperature: 38.13⸮C  |  100.62⸮F
15:14:18.906 -> Temperature: 38.19⸮C  |  100.74⸮F
15:14:20.097 -> Temperature: 38.19⸮C  |  100.74⸮F
15:14:21.259 -> Temperature: 38.19⸮C  |  100.74⸮F
15:14:22.418 -> Temperature: 38.19⸮C  |  100.74⸮F
15:14:23.595 -> Temperature: 38.13⸮C  |  100.62⸮F
15:14:24.778 -> Temperature: 38.06⸮C  |  100.51⸮F
15:14:25.951 -> Temperature: 38.06⸮C  |  100.51⸮F
15:14:27.113 -> Temperature: 38.13⸮C  |  100.62⸮F
15:14:28.278 -> Temperature: 38.13⸮C  |  100.62⸮F
15:14:29.467 -> Temperature: 38.00⸮C  |  100.40⸮F
15:14:30.642 -> Temperature: 38.06⸮C  |  100.51⸮F
15:14:31.811 -> Temperature: 38.00⸮C  |  100.40⸮F
15:14:32.973 -> Temperature: 38.00⸮C  |  100.40⸮F
15:14:34.162 -> Temperature: 37.94⸮C  |  100.29⸮F
15:14:35.317 -> Temperature: 37.88⸮C  |  100.18⸮F
15:14:36.491 -> Temperature: 38.00⸮C  |  100.40⸮F
15:14:37.681 -> Temperature: 38.13⸮C  |  100.62⸮F
15:14:38.853 -> Temperature: 38.19⸮C  |  100.74⸮F
15:14:40.020 -> Temperature: 38.31⸮C  |  100.96⸮F
15:14:41.183 -> Temperature: 38.31⸮C  |  100.96⸮F
15:14:42.368 -> Temperature: 38.31⸮C  |  100.96⸮F
15:14:43.527 -> Temperature: 38.31⸮C  |  100.96⸮F
15:14:44.715 -> Temperature: 38.31⸮C  |  100.96⸮F
15:14:45.884 -> Temperature: 38.25⸮C  |  100.85⸮F
15:14:47.051 -> Temperature: 38.31⸮C  |  100.96⸮F
15:14:48.215 -> Temperature: 38.44⸮C  |  101.19⸮F
15:14:49.416 -> Temperature: 38.38⸮C  |  101.07⸮F
15:14:50.586 -> Temperature: 38.44⸮C  |  101.19⸮F
15:14:51.741 -> Temperature: 38.50⸮C  |  101.30⸮F
15:14:52.932 -> Temperature: 38.56⸮C  |  101.41⸮F
15:14:54.088 -> Temperature: 38.50⸮C  |  101.30⸮F
15:14:55.249 -> Temperature: 38.44⸮C  |  101.19⸮F
15:14:56.444 -> Temperature: 38.31⸮C  |  100.96⸮F
15:14:57.602 -> Temperature: 38.25⸮C  |  100.85⸮F
15:14:58.793 -> Temperature: 38.13⸮C  |  100.62⸮F
15:14:59.951 -> Temperature: 38.06⸮C  |  100.51⸮F
15:15:01.125 -> Temperature: 38.13⸮C  |  100.62⸮F
15:15:02.291 -> Temperature: 38.25⸮C  |  100.85⸮F
15:15:03.466 -> Temperature: 38.19⸮C  |  100.74⸮F
15:15:04.659 -> Temperature: 38.19⸮C  |  100.74⸮F
15:15:05.822 -> Temperature: 38.13⸮C  |  100.62⸮F
15:15:06.985 -> Temperature: 38.19⸮C  |  100.74⸮F
15:15:08.181 -> Temperature: 38.31⸮C  |  100.96⸮F
15:15:09.338 -> Temperature: 38.25⸮C  |  100.85⸮F
15:15:10.500 -> Temperature: 38.13⸮C  |  100.62⸮F
15:15:11.694 -> Temperature: 38.06⸮C  |  100.51⸮F
15:15:12.861 -> Temperature: 38.06⸮C  |  100.51⸮F
15:15:14.028 -> Temperature: 38.13⸮C  |  100.62⸮F
15:15:15.217 -> Temperature: 38.19⸮C  |  100.74⸮F
15:15:16.378 -> Temperature: 38.13⸮C  |  100.62⸮F
15:15:17.535 -> Temperature: 38.13⸮C  |  100.62⸮F
15:15:18.726 -> Temperature: 38.19⸮C  |  100.74⸮F
15:15:19.881 -> Temperature: 38.38⸮C  |  101.07⸮F
15:15:21.074 -> Temperature: 38.50⸮C  |  101.30⸮F
15:15:22.241 -> Temperature: 38.56⸮C  |  101.41⸮F
15:15:23.430 -> Temperature: 38.56⸮C  |  101.41⸮F
15:15:24.585 -> Temperature: 38.69⸮C  |  101.64⸮F
15:15:25.740 -> Temperature: 38.81⸮C  |  101.86⸮F
15:15:26.945 -> Temperature: 38.75⸮C  |  101.75⸮F
15:15:28.113 -> Temperature: 38.69⸮C  |  101.64⸮F
15:15:29.265 -> Temperature: 38.56⸮C  |  101.41⸮F
15:15:30.463 -> Temperature: 38.63⸮C  |  101.52⸮F
15:15:31.625 -> Temperature: 38.56⸮C  |  101.41⸮F
15:15:32.794 -> Temperature: 38.50⸮C  |  101.30⸮F
15:15:33.985 -> Temperature: 38.38⸮C  |  101.07⸮F
15:15:35.150 -> Temperature: 38.31⸮C  |  100.96⸮F
15:15:36.317 -> Temperature: 38.19⸮C  |  100.74⸮F
15:15:37.473 -> Temperature: 38.19⸮C  |  100.74⸮F
15:15:38.671 -> Temperature: 38.19⸮C  |  100.74⸮F
15:15:39.832 -> Temperature: 38.25⸮C  |  100.85⸮F
15:15:41.018 -> Temperature: 38.31⸮C  |  100.96⸮F
15:15:42.178 -> Temperature: 38.25⸮C  |  100.85⸮F
15:15:43.343 -> Temperature: 38.31⸮C  |  100.96⸮F
15:15:44.518 -> Temperature: 38.31⸮C  |  100.96⸮F
15:15:45.699 -> Temperature: 38.25⸮C  |  100.85⸮F
15:15:46.876 -> Temperature: 38.19⸮C  |  100.74⸮F
15:15:48.034 -> Temperature: 38.25⸮C  |  100.85⸮F
15:15:49.212 -> Temperature: 38.31⸮C  |  100.96⸮F
15:15:50.373 -> Temperature: 38.25⸮C  |  100.85⸮F
15:15:51.557 -> Temperature: 38.19⸮C  |  100.74⸮F
15:15:52.750 -> Temperature: 38.13⸮C  |  100.62⸮F
15:15:53.900 -> Temperature: 38.06⸮C  |  100.51⸮F
15:15:55.090 -> Temperature: 38.06⸮C  |  100.51⸮F
15:15:56.246 -> Temperature: 38.06⸮C  |  100.51⸮F
15:15:57.427 -> Temperature: 38.00⸮C  |  100.40⸮F
15:15:58.603 -> Temperature: 38.00⸮C  |  100.40⸮F
15:15:59.762 -> Temperature: 38.06⸮C  |  100.51⸮F
15:16:00.952 -> Temperature: 38.19⸮C  |  100.74⸮F
15:16:02.115 -> Temperature: 38.31⸮C  |  100.96⸮F
15:16:03.278 -> Temperature: 38.19⸮C  |  100.74⸮F
15:16:04.468 -> Temperature: 38.06⸮C  |  100.51⸮F
15:16:05.628 -> Temperature: 38.13⸮C  |  100.62⸮F
15:16:06.798 -> Temperature: 38.13⸮C  |  100.62⸮F
15:16:07.994 -> Temperature: 38.19⸮C  |  100.74⸮F
15:16:09.160 -> Temperature: 38.19⸮C  |  100.74⸮F
15:16:10.317 -> Temperature: 38.31⸮C  |  100.96⸮F
15:16:11.500 -> Temperature: 38.38⸮C  |  101.07⸮F
15:16:12.663 -> Temperature: 38.44⸮C  |  101.19⸮F
15:16:13.829 -> Temperature: 38.38⸮C  |  101.07⸮F
15:16:15.024 -> Temperature: 38.38⸮C  |  101.07⸮F
15:16:16.188 -> Temperature: 38.38⸮C  |  101.07⸮F
15:16:17.352 -> Temperature: 38.44⸮C  |  101.19⸮F
15:16:18.551 -> Temperature: 38.38⸮C  |  101.07⸮F
15:16:19.710 -> Temperature: 38.50⸮C  |  101.30⸮F
15:16:20.871 -> Temperature: 38.50⸮C  |  101.30⸮F
15:16:22.038 -> Temperature: 38.69⸮C  |  101.64⸮F
15:16:23.233 -> Temperature: 38.63⸮C  |  101.52⸮F
15:16:24.387 -> Temperature: 38.63⸮C  |  101.52⸮F
15:16:25.555 -> Temperature: 38.56⸮C  |  101.41⸮F
15:16:26.750 -> Temperature: 38.69⸮C  |  101.64⸮F
15:16:27.909 -> Temperature: 38.69⸮C  |  101.64⸮F
15:16:29.108 -> Temperature: 38.69⸮C  |  101.64⸮F
15:16:30.277 -> Temperature: 38.69⸮C  |  101.64⸮F
15:16:31.420 -> Temperature: 38.75⸮C  |  101.75⸮F
15:16:32.609 -> Temperature: 38.88⸮C  |  101.97⸮F
15:16:33.779 -> Temperature: 38.88⸮C  |  101.97⸮F
15:16:34.938 -> Temperature: 38.94⸮C  |  102.09⸮F
15:16:36.132 -> Temperature: 39.00⸮C  |  102.20⸮F
15:16:37.284 -> Temperature: 38.94⸮C  |  102.09⸮F
15:16:38.483 -> Temperature: 38.88⸮C  |  101.97⸮F
15:16:39.646 -> Temperature: 38.75⸮C  |  101.75⸮F
15:16:40.807 -> Temperature: 38.63⸮C  |  101.52⸮F
15:16:41.994 -> Temperature: 38.56⸮C  |  101.41⸮F
15:16:43.164 -> Temperature: 38.56⸮C  |  101.41⸮F
15:16:44.329 -> Temperature: 38.63⸮C  |  101.52⸮F
15:16:45.502 -> Temperature: 38.69⸮C  |  101.64⸮F
15:16:46.666 -> Temperature: 38.56⸮C  |  101.41⸮F
15:16:47.862 -> Temperature: 38.50⸮C  |  101.30⸮F
15:16:49.025 -> Temperature: 38.38⸮C  |  101.07⸮F
15:16:50.182 -> Temperature: 38.31⸮C  |  100.96⸮F
15:16:51.372 -> Temperature: 38.31⸮C  |  100.96⸮F
15:16:52.533 -> Temperature: 38.25⸮C  |  100.85⸮F
15:16:53.727 -> Temperature: 38.13⸮C  |  100.62⸮F
15:16:54.886 -> Temperature: 38.13⸮C  |  100.62⸮F
15:16:56.051 -> Temperature: 38.19⸮C  |  100.74⸮F
15:16:57.251 -> Temperature: 38.31⸮C  |  100.96⸮F
15:16:58.416 -> Temperature: 38.31⸮C  |  100.96⸮F
15:16:59.566 -> Temperature: 38.25⸮C  |  100.85⸮F
15:17:00.751 -> Temperature: 38.44⸮C  |  101.19⸮F
15:17:01.915 -> Temperature: 38.44⸮C  |  101.19⸮F
15:17:03.085 -> Temperature: 38.50⸮C  |  101.30⸮F
15:17:04.274 -> Temperature: 38.50⸮C  |  101.30⸮F
15:17:05.430 -> Temperature: 38.50⸮C  |  101.30⸮F
15:17:06.621 -> Temperature: 38.38⸮C  |  101.07⸮F
15:17:07.778 -> Temperature: 38.38⸮C  |  101.07⸮F
15:17:08.972 -> Temperature: 38.38⸮C  |  101.07⸮F
